ZoneID0,AgeID,NumChildID,Val
260000,9,1,7
260000,10,0,814
265000,1,0,13
265000,1,1,1678
265000,1,2,4117
265000,1,3,1716
265000,2,0,35
265000,2,1,1038
265000,2,2,3974
265000,2,3,2380
265000,3,0,61
265000,3,1,812
265000,3,2,1865
265000,3,3,922
265000,4,0,3639
265000,4,1,1813
265000,4,2,1855
265000,4,3,717
265000,5,0,3924
265000,5,1,695
265000,5,2,305
265000,5,3,38
265000,6,0,8805
265000,6,1,6172
265000,6,2,9919
265000,6,3,3297
265000,7,0,10086
265000,7,1,1614
265000,7,2,609
265000,7,3,118
265000,8,0,8900
265000,8,1,86
265000,8,2,20
265000,8,3,4
265000,9,0,7129
265000,9,1,6
265000,9,2,2
265000,10,0,2082
269000,1,0,4
269000,1,1,535
269000,1,2,1501
269000,1,3,499
269000,2,0,6
269000,2,1,322
269000,2,2,1221
269000,2,3,626
269000,3,0,10
269000,3,1,227
269000,3,2,519
269000,3,3,237
269000,4,0,371
269000,4,1,472
269000,4,2,553
269000,4,3,176
269000,5,0,638
269000,5,1,205
269000,5,2,114
269000,5,3,16
269000,6,0,1965
269000,6,1,1918
269000,6,2,3221
269000,6,3,896
269000,7,0,2549
269000,7,1,403
269000,7,2,145
269000,7,3,17
269000,8,0,2333
269000,8,1,26
269000,8,2,5
269000,9,0,2048
269000,10,0,438
270000,1,0,32
270000,1,1,704
270000,1,2,1366
270000,1,3,697
270000,2,0,93
270000,2,1,477
270000,2,2,1408
270000,2,3,957
270000,3,0,109
270000,3,1,399
270000,3,2,699
270000,3,3,373
270000,4,0,628
270000,4,1,824
270000,4,2,713
270000,4,3,300
270000,5,0,997
270000,5,1,270
270000,5,2,167
270000,5,3,34
270000,6,0,4151
270000,6,1,2787
270000,6,2,3356
270000,6,3,1272
270000,7,0,5894
270000,7,1,747
270000,7,2,234
270000,7,3,58
270000,8,0,5906
270000,8,1,52
270000,8,2,12
270000,8,3,3
270000,9,0,4697
270000,9,1,6
270000,9,2,1
270000,10,0,1124
306000,1,0,25
306000,1,1,458
306000,1,2,890
306000,1,3,503
306000,2,0,101
306000,2,1,366
306000,2,2,971
306000,2,3,677
306000,3,0,74
306000,3,1,264
306000,3,2,454
306000,3,3,253
306000,4,0,634
306000,4,1,581
306000,4,2,443
306000,4,3,224
306000,5,0,872
306000,5,1,210
306000,5,2,143
306000,5,3,27
306000,6,0,3767
306000,6,1,1804
306000,6,2,2150
306000,6,3,881
306000,7,0,4841
306000,7,1,456
306000,7,2,122
306000,7,3,30
306000,8,0,5554
306000,8,1,38
306000,8,2,11
306000,9,0,4124
306000,9,1,2
306000,9,2,1
306000,10,0,1026
316000,1,0,62
316000,1,1,1407
316000,1,2,3095
316000,1,3,1457
316000,2,0,194
316000,2,1,940
316000,2,2,2803
316000,2,3,1955
316000,3,0,207
316000,3,1,668
316000,3,2,1263
316000,3,3,759
316000,4,0,1915
316000,4,1,1491
316000,4,2,1276
316000,4,3,630
316000,5,0,2511
316000,5,1,680
316000,5,2,386
316000,5,3,66
316000,6,0,8271
316000,6,1,5121
316000,6,2,6808
316000,6,3,2615
316000,7,0,9123
316000,7,1,1126
316000,7,2,375
316000,7,3,94
316000,8,0,8528
316000,8,1,85
316000,8,2,13
316000,8,3,3
316000,9,0,5934
316000,9,1,6
316000,9,2,4
316000,9,3,1
316000,10,0,1568
320000,1,0,27
320000,1,1,704
320000,1,2,1470
320000,1,3,633
320000,2,0,63
320000,2,1,484
320000,2,2,1331
320000,2,3,831
320000,3,0,61
320000,3,1,367
