ZoneID0,AgeID,FamID,Val
390000,9,2,2747
390000,10,1,968
390000,10,2,339
400000,1,1,421
400000,1,2,2248
400000,2,1,649
400000,2,2,2050
400000,3,1,379
400000,3,2,856
400000,4,1,918
400000,4,2,1168
400000,5,1,797
400000,5,2,794
400000,6,1,3662
400000,6,2,6990
400000,7,1,2233
400000,7,2,4374
400000,8,1,2235
400000,8,2,4103
400000,9,1,1919
400000,9,2,2587
400000,10,1,951
400000,10,2,361
410000,1,1,406
410000,1,2,2801
410000,2,1,661
410000,2,2,2471
410000,3,1,388
410000,3,2,1194
410000,4,1,881
410000,4,2,1619
410000,5,1,707
410000,5,2,1061
410000,6,1,3262
410000,6,2,8874
410000,7,1,1619
410000,7,2,4396
410000,8,1,1386
410000,8,2,3540
410000,9,1,1383
410000,9,2,2303
410000,10,1,696
410000,10,2,313
420000,1,1,379
420000,1,2,2776
420000,2,1,654
420000,2,2,2560
420000,3,1,381
420000,3,2,1183
420000,4,1,942
420000,4,2,1636
420000,5,1,734
420000,5,2,975
420000,6,1,3381
420000,6,2,9071
420000,7,1,1745
420000,7,2,4519
420000,8,1,1501
420000,8,2,3698
420000,9,1,1468
420000,9,2,2219
420000,10,1,811
420000,10,2,311
430000,1,1,497
430000,1,2,3579
430000,2,1,849
430000,2,2,3360
430000,3,1,456
430000,3,2,1527
430000,4,1,1191
430000,4,2,1916
430000,5,1,953
430000,5,2,1294
430000,6,1,4341
430000,6,2,11413
430000,7,1,2131
430000,7,2,5641
430000,8,1,1865
430000,8,2,4743
430000,9,1,1911
430000,9,2,3028
430000,10,1,1123
430000,10,2,435
440000,1,1,263
440000,1,2,1575
440000,2,1,382
440000,2,2,1426
440000,3,1,199
440000,3,2,646
440000,4,1,536
440000,4,2,861
440000,5,1,437
440000,5,2,564
440000,6,1,1886
440000,6,2,5153
440000,7,1,1080
440000,7,2,2639
440000,8,1,899
440000,8,2,2210
440000,9,1,1001
440000,9,2,1480
440000,10,1,507
440000,10,2,247
450000,1,1,379
450000,1,2,1996
450000,2,1,570
450000,2,2,1842
450000,3,1,322
450000,3,2,971
450000,4,1,905
450000,4,2,1329
450000,5,1,603
450000,5,2,771
450000,6,1,2897
450000,6,2,6602
450000,7,1,1444
450000,7,2,3434
450000,8,1,1388
450000,8,2,2814
450000,9,1,1242
450000,9,2,1816
450000,10,1,683
450000,10,2,254
461000,1,1,2683
461000,1,2,14198
461000,2,1,3628
461000,2,2,10705
461000,3,1,1883
461000,3,2,4710
461000,4,1,14942
461000,4,2,11231
461000,5,1,10778
461000,5,2,10410
461000,6,1,21966
461000,6,2,40029
461000,7,1,8691
461000,7,2,14985
461000,8,1,6975
461000,8,2,11884
461000,9,1,6140
461000,9,2,7578
461000,10,1,3118
461000,10,2,1228
479000,1,1,690
479000,1,2,4169
479000,2,1,1050
479000,2,2,3534
479000,3,1,633
479000,3,2,1582
479000,4,1,2121
479000,4,2,2266
479000,5,1,1565
479000,5,2,1259
479000,6,1,5446
479000,6,2,11974
479000,7,1,2796
479000,7,2,5679
479000,8,1,2668
479000,8,2,5328
479000,9,1,2251
479000,9,2,3063
